total_sqft,bath,balcony,site_location,bhk,age,parking,floor_level,furnishing,distance,property_type,security
2134,2,2,Fatima Nagar,4,8,No,Middle,Furnished,1.6,Independent House,No
762,2,1,Narayan Peth,3,24,Yes,Middle,Semi-Furnished,4.4,Independent House,Yes
2287,2,2,Manik Bagh,4,28,Yes,Ground,Furnished,0.8,Independent House,Yes
2691,2,2,Narayangaon,4,14,Yes,Middle,Unfurnished,2.5,Villa,No
2893,2,1,Alandi Road,2,13,Yes,Ground,Semi-Furnished,4.6,Independent House,No
1123,4,1,Law College Road,3,3,No,Top,Unfurnished,4.5,Independent House,No
1516,1,1,Fergusson College Road,2,4,No,Middle,Unfurnished,0.9,Apartment,Yes
1380,2,1,Bhavani Peth,4,27,Yes,Top,Semi-Furnished,6.1,Villa,No
2549,2,2,Shivaji Nagar,4,20,Yes,Middle,Unfurnished,5.7,Apartment,Yes
3444,1,1,Chandan Nagar,4,15,No,Middle,Furnished,1.2,Villa,No
1827,2,2,Mundhawa,3,15,No,Top,Furnished,9.5,Apartment,No
2801,1,1,Raviwar Peth,1,27,Yes,Middle,Unfurnished,1.4,Apartment,No
952,1,1,Ghorpadi,4,21,Yes,Top,Furnished,8.6,Independent House,No
3608,4,1,Wakadewadi,4,13,Yes,Top,Unfurnished,0.5,Independent House,Yes
1683,3,1,Balaji Nagar,4,9,Yes,Ground,Furnished,8.9,Villa,Yes
3562,4,1,Chandan Nagar,4,28,No,Top,Unfurnished,0.7,Villa,Yes
2556,3,1,Dhankawadi,3,25,No,Ground,Furnished,7.7,Villa,No
3804,3,2,Shivaji Nagar,1,10,No,Top,Semi-Furnished,3.9,Independent House,Yes
3670,3,1,Rasta Peth,1,29,Yes,Middle,Semi-Furnished,7.5,Apartment,No
2182,2,1,Senapati Bapat Road,1,12,No,Top,Furnished,4.3,Villa,No
3363,4,1,Khadki,4,14,No,Middle,Unfurnished,1.2,Independent House,Yes
2755,3,1,Ganesh Peth,4,1,Yes,Ground,Furnished,7.8,Independent House,No
1654,1,2,Wadgaon Sheri,1,14,Yes,Middle,Unfurnished,1.2,Apartment,No
903,2,1,Senapati Bapat Road,1,14,Yes,Top,Furnished,9.3,Apartment,Yes
2699,4,1,Rasta Peth,4,8,Yes,Middle,Furnished,1.0,Independent House,Yes
2601,3,1,Hadapsar,4,16,Yes,Ground,Semi-Furnished,5.1,Apartment,No
3691,1,1,Ganesh Peth,2,14,Yes,Middle,Unfurnished,7.4,Apartment,Yes
2196,4,2,Kondhwa,2,1,No,Middle,Unfurnished,4.2,Independent House,No
1127,4,1,Swargate,2,16,No,Top,Unfurnished,2.6,Villa,Yes
1086,2,2,Navi Peth,1,18,No,Top,Unfurnished,7.7,Villa,No
2148,4,1,Paud Road,3,7,No,Middle,Unfurnished,8.0,Independent House,No
1943,2,2,Mahatma Gandhi Road,4,15,No,Ground,Semi-Furnished,9.3,Villa,No
1945,3,2,Pirangut,2,24,No,Middle,Furnished,4.1,Independent House,Yes
603,2,1,Ganesh Peth,3,17,Yes,Ground,Unfurnished,5.3,Independent House,Yes
753,1,1,Salunke Vihar,4,19,Yes,Ground,Unfurnished,3.9,Apartment,No
3798,2,2,Ambegaon Budruk,3,23,Yes,Ground,Furnished,2.9,Villa,Yes
3683,1,2,Bund Garden Road,1,13,No,Middle,Semi-Furnished,7.6,Independent House,Yes
3057,2,1,Gokhale Nagar,1,9,No,Ground,Semi-Furnished,3.7,Villa,Yes
1996,4,2,Law College Road,1,24,Yes,Middle,Semi-Furnished,4.6,Villa,No
598,3,2,Bopodi,2,24,Yes,Ground,Furnished,4.3,Villa,Yes
2700,1,2,Wadgaon Sheri,4,15,Yes,Ground,Furnished,7.3,Independent House,Yes
2384,2,1,Kharadi,1,25,Yes,Middle,Semi-Furnished,9.2,Apartment,Yes
3461,2,2,Hadapsar,2,26,Yes,Top,Semi-Furnished,6.8,Villa,No
2419,2,2,Budhwar Peth,2,3,No,Top,Furnished,5.0,Independent House,No
1377,4,2,Senapati Bapat Road,2,24,No,Middle,Semi-Furnished,7.9,Villa,No
837,4,1,Viman Nagar,2,1,No,Middle,Unfurnished,6.6,Apartment,Yes
3369,1,1,Ganesh Peth,1,16,Yes,Top,Furnished,1.1,Villa,No
3734,1,2,Dhayari Phata,2,8,No,Top,Semi-Furnished,1.4,Independent House,Yes
1456,4,1,Ghorpade Peth,1,29,Yes,Top,Unfurnished,0.9,Villa,Yes
2204,1,2,Kothrud,1,23,No,Middle,Furnished,4.8,Villa,No
660,3,1,Kasba Peth,2,13,Yes,Ground,Furnished,8.3,Villa,Yes
2103,3,1,Pashan,1,8,Yes,Middle,Unfurnished,3.5,Apartment,No
3348,4,2,Sadashiv Peth,4,17,No,Top,Furnished,4.1,Villa,Yes
897,1,1,Vadgaon Budruk,4,22,No,Ground,Semi-Furnished,9.1,Independent House,Yes
1800,2,1,Shaniwar Peth,3,23,No,Middle,Furnished,8.5,Villa,Yes
1315,3,1,Satara Road,4,14,No,Top,Semi-Furnished,6.8,Villa,Yes
2027,4,2,Erandwane,1,27,No,Middle,Unfurnished,3.0,Villa,Yes
2419,1,1,Shukrawar Peth,1,21,Yes,Ground,Unfurnished,1.6,Apartment,No
1915,4,1,Kothrud,4,21,No,Top,Furnished,0.7,Independent House,No
1658,2,2,Ambegaon Budruk,2,7,No,Middle,Unfurnished,1.5,Villa,No
1718,3,1,Swargate,2,27,Yes,Ground,Unfurnished,3.3,Independent House,No
900,4,1,Dhankawadi,1,15,No,Ground,Furnished,5.7,Independent House,Yes
1139,4,1,Nagar Road,2,16,Yes,Middle,Semi-Furnished,1.1,Apartment,Yes
3604,4,1,Kondhwa Budruk,3,19,No,Ground,Furnished,1.8,Independent House,No
3235,2,1,Anandnagar,3,6,No,Top,Furnished,2.2,Villa,No
959,4,2,Market yard,4,23,Yes,Ground,Semi-Furnished,6.5,Apartment,Yes
1454,2,2,Bopodi,4,1,No,Middle,Semi-Furnished,6.4,Apartment,No
969,2,1,Kasba Peth,2,12,No,Top,Semi-Furnished,5.7,Independent House,Yes
3946,2,1,Pashan,1,18,No,Ground,Furnished,2.9,Apartment,Yes
1545,3,1,Senapati Bapat Road,4,16,No,Ground,Semi-Furnished,4.0,Independent House,No
3297,3,2,Chandan Nagar,3,12,Yes,Top,Unfurnished,1.4,Independent House,Yes
2193,4,2,Somwar Peth,4,20,Yes,Top,Semi-Furnished,2.7,Apartment,Yes
2585,4,1,Hadapsar Industrial Estate,4,13,No,Ground,Unfurnished,9.0,Villa,No
2777,3,1,Kharadi,3,8,No,Top,Semi-Furnished,9.8,Independent House,No
3936,1,2,Balaji Nagar,1,27,Yes,Middle,Unfurnished,6.7,Apartment,Yes
1062,3,1,Satara Road,4,29,Yes,Ground,Unfurnished,9.2,Apartment,No
2985,2,2,Padmavati,4,26,No,Middle,Unfurnished,6.6,Independent House,Yes
2299,3,2,Dhole Patil Road,4,22,Yes,Ground,Unfurnished,0.8,Independent House,No
3854,2,1,Deccan Gymkhana,2,1,Yes,Middle,Unfurnished,10.0,Independent House,Yes
2574,4,2,Bopodi,4,26,Yes,Middle,Semi-Furnished,1.4,Independent House,Yes
725,1,1,Mahatma Gandhi Road,3,21,Yes,Top,Furnished,7.0,Villa,Yes
3848,4,1,Warje,1,7,No,Ground,Furnished,2.9,Villa,Yes
1297,2,1,Lulla Nagar,1,15,Yes,Top,Furnished,4.2,Villa,Yes
2831,2,1,Rasta Peth,3,29,No,Top,Furnished,6.6,Villa,Yes
3426,2,1,Kothrud,2,22,No,Ground,Furnished,4.6,Apartment,Yes
1459,1,1,Dehu Road,3,13,Yes,Middle,Unfurnished,2.9,Independent House,Yes
2004,3,2,Balaji Nagar,1,13,No,Ground,Semi-Furnished,3.7,Apartment,Yes
952,4,2,Swargate,3,28,No,Ground,Unfurnished,3.7,Apartment,No
3567,4,2,Ganeshkhind,2,9,Yes,Ground,Semi-Furnished,9.6,Villa,Yes
1315,3,2,Mangalwar peth,1,24,Yes,Top,Semi-Furnished,8.1,Apartment,No
1158,4,1,Kothrud,2,15,Yes,Ground,Semi-Furnished,4.9,Villa,No
1046,1,2,Baner,3,4,No,Ground,Semi-Furnished,2.4,Independent House,No
1715,4,2,Nagar Road,4,13,No,Ground,Furnished,8.2,Villa,Yes
3620,2,2,Prabhat Road,3,27,No,Middle,Semi-Furnished,2.0,Independent House,Yes
516,3,1,Bibvewadi,2,12,No,Middle,Semi-Furnished,2.5,Villa,No
3743,1,2,Camp,3,5,Yes,Middle,Furnished,4.0,Apartment,Yes
1743,3,1,Padmavati,4,7,No,Middle,Unfurnished,8.9,Apartment,Yes
2705,1,2,Anandnagar,2,8,Yes,Top,Unfurnished,1.8,Villa,Yes
3024,2,1,Prabhat Road,3,5,Yes,Top,Unfurnished,1.7,Independent House,Yes
1569,3,1,Erandwane,2,9,Yes,Ground,Unfurnished,5.2,Independent House,Yes
3944,4,2,Mangalwar peth,2,14,Yes,Top,Semi-Furnished,3.1,Villa,Yes
3065,1,1,Kalyani Nagar,1,26,No,Middle,Furnished,5.9,Apartment,No
2646,3,1,Bhandarkar Road,1,12,Yes,Ground,Furnished,4.8,Independent House,No
2268,4,2,Camp,2,4,No,Ground,Unfurnished,4.6,Villa,No
1560,3,2,Anandnagar,3,20,Yes,Middle,Furnished,1.6,Independent House,No
2827,3,2,Wanowrie,3,29,Yes,Middle,Semi-Furnished,1.8,Apartment,No
3920,3,1,Pune Railway Station,3,8,Yes,Middle,Unfurnished,8.3,Independent House,Yes
3044,1,1,Dapodi,4,17,No,Top,Semi-Furnished,8.9,Villa,Yes
801,4,1,Ganesh Peth,2,8,Yes,Ground,Semi-Furnished,2.7,Independent House,Yes
680,2,2,Dhayari Phata,2,21,Yes,Middle,Semi-Furnished,1.6,Independent House,No
1106,1,1,Raviwar Peth,4,29,Yes,Ground,Semi-Furnished,1.0,Apartment,No
3670,1,1,Dhayari Phata,2,27,Yes,Ground,Semi-Furnished,6.3,Apartment,Yes
1199,1,1,Bibvewadi,2,1,No,Top,Unfurnished,7.3,Apartment,No
1492,2,1,Karve Nagar,4,20,No,Ground,Semi-Furnished,4.0,Apartment,Yes
1639,4,1,Raviwar Peth,1,2,Yes,Middle,Unfurnished,7.0,Villa,Yes
690,4,1,Viman Nagar,2,4,Yes,Middle,Furnished,7.3,Independent House,Yes
2800,4,1,Hingne Khurd,4,24,No,Ground,Semi-Furnished,9.4,Independent House,No
1480,3,2,Bund Garden Road,3,21,No,Ground,Semi-Furnished,1.1,Independent House,No
3475,3,2,Bund Garden Road,1,1,No,Top,Furnished,2.3,Independent House,Yes
2506,3,2,Bhavani Peth,3,7,Yes,Middle,Unfurnished,1.2,Villa,Yes
1684,2,1,Bopodi,2,1,No,Middle,Semi-Furnished,8.7,Apartment,No
3827,3,1,Karve Nagar,1,9,Yes,Ground,Furnished,8.0,Independent House,No
3894,2,2,Hadapsar Industrial Estate,4,3,No,Ground,Furnished,6.0,Independent House,No
627,4,1,Katraj,2,12,No,Ground,Semi-Furnished,1.3,Apartment,No
2565,3,2,Bhavani Peth,4,19,Yes,Middle,Unfurnished,3.1,Apartment,Yes
2316,3,1,Dapodi,1,15,No,Ground,Unfurnished,3.3,Independent House,Yes
2258,1,1,Dapodi,3,22,Yes,Top,Semi-Furnished,5.8,Apartment,No
3113,2,2,Paud Road,2,16,No,Top,Furnished,3.0,Independent House,No
1069,4,2,Narayangaon,2,10,Yes,Ground,Semi-Furnished,1.2,Independent House,No
1846,1,2,Yerawada,4,22,No,Top,Unfurnished,7.4,Independent House,No
2395,1,2,Alandi Road,1,29,No,Top,Furnished,3.3,Independent House,Yes
3233,4,2,Bopodi,4,27,Yes,Top,Semi-Furnished,4.8,Independent House,No
1125,1,1,Aundh,1,27,Yes,Top,Furnished,1.7,Independent House,No
3859,2,1,Khadaki,2,6,Yes,Top,Unfurnished,8.1,Apartment,Yes
3401,2,1,Budhwar Peth,1,29,Yes,Middle,Unfurnished,5.9,Villa,No
2186,3,2,Tilak Road,2,17,No,Ground,Unfurnished,9.1,Villa,Yes
3509,1,2,Uruli Devachi,1,21,No,Top,Semi-Furnished,5.2,Independent House,Yes
654,3,2,Aundh,3,28,No,Ground,Furnished,9.4,Apartment,Yes
3037,1,2,Sinhagad Road,1,22,No,Top,Semi-Furnished,9.0,Independent House,No
1909,2,2,Prabhat Road,3,24,No,Middle,Semi-Furnished,6.0,Apartment,Yes
1284,2,2,Dehu Road,1,29,No,Middle,Semi-Furnished,9.4,Independent House,No
3675,2,1,Ambegaon Budruk,1,17,Yes,Top,Semi-Furnished,3.6,Independent House,No
3964,1,1,Bopodi,4,21,No,Top,Furnished,4.0,Villa,Yes
745,2,1,Shukrawar Peth,4,19,No,Top,Furnished,0.9,Apartment,Yes
3747,1,1,Sahakar Nagar,2,18,Yes,Middle,Semi-Furnished,6.1,Apartment,Yes
3610,3,1,Balaji Nagar,4,11,No,Middle,Semi-Furnished,7.4,Villa,No
2000,1,2,Baner road,1,24,No,Ground,Unfurnished,7.8,Villa,No
2205,3,2,Lulla Nagar,4,7,No,Middle,Unfurnished,1.9,Villa,Yes
3306,1,2,Bibvewadi,1,10,Yes,Top,Furnished,4.7,Villa,No
1037,3,2,Navi Peth,3,7,Yes,Ground,Unfurnished,2.2,Apartment,Yes
2390,2,2,Mukund Nagar,1,5,No,Middle,Furnished,6.8,Apartment,No
2341,3,2,Bopodi,2,12,Yes,Middle,Furnished,2.0,Villa,No
1420,2,1,Sadashiv Peth,3,16,No,Top,Furnished,9.1,Independent House,No
2955,2,2,Ambegaon Budruk,2,29,No,Ground,Unfurnished,2.7,Independent House,No
1024,3,2,Baner road,2,25,No,Middle,Unfurnished,3.3,Independent House,Yes
3375,1,2,Bibvewadi,2,21,Yes,Middle,Furnished,8.6,Independent House,Yes
2029,1,2,Mangalwar peth,4,18,No,Top,Furnished,4.9,Apartment,Yes
3450,4,1,Bhavani Peth,2,3,No,Ground,Semi-Furnished,0.7,Apartment,No
535,1,1,Tilak Road,3,20,No,Ground,Furnished,5.2,Apartment,No
1184,4,2,Swargate,1,15,No,Ground,Furnished,1.3,Independent House,Yes
519,1,1,Baner road,2,5,No,Ground,Semi-Furnished,9.9,Villa,Yes
2868,1,1,Jangali Maharaj Road,3,13,Yes,Top,Furnished,6.1,Independent House,Yes
3059,2,2,Wanowrie,2,19,No,Middle,Furnished,2.9,Apartment,No
899,4,2,Sasson Road,1,12,Yes,Middle,Furnished,5.9,Independent House,Yes
3201,1,2,Bund Garden Road,3,23,No,Ground,Semi-Furnished,1.2,Villa,Yes
1471,4,2,Manik Bagh,3,21,Yes,Ground,Unfurnished,8.1,Villa,Yes
2406,2,2,Tilak Road,1,5,No,Ground,Furnished,9.3,Independent House,Yes
3018,2,1,Uruli Devachi,3,6,No,Middle,Semi-Furnished,8.8,Apartment,Yes
1666,4,2,Dhayari Phata,1,7,Yes,Middle,Furnished,3.7,Apartment,Yes
1615,2,2,Laxmi Road,3,26,Yes,Ground,Semi-Furnished,3.6,Apartment,Yes
3925,3,2,Warje,3,10,No,Top,Furnished,0.8,Independent House,Yes
1333,3,1,Karve Road,1,16,Yes,Middle,Semi-Furnished,6.7,Apartment,Yes
2323,2,2,Dhankawadi,1,8,Yes,Middle,Unfurnished,5.6,Independent House,No
3274,3,2,Viman Nagar,3,9,No,Ground,Unfurnished,4.9,Apartment,Yes
2482,1,2,Vadgaon Budruk,3,27,No,Top,Unfurnished,9.1,Villa,Yes
1353,4,1,Baner,1,4,No,Ground,Furnished,2.1,Villa,Yes
550,1,2,Bhandarkar Road,4,21,No,Ground,Semi-Furnished,0.6,Apartment,No
1074,4,2,Alandi Road,1,21,No,Top,Furnished,1.2,Independent House,No
3761,2,2,Ganesh Peth,3,8,Yes,Top,Furnished,2.6,Apartment,Yes
1648,1,1,Karve Nagar,3,25,No,Top,Semi-Furnished,0.8,Independent House,No
2697,2,2,Karve Nagar,3,7,Yes,Middle,Furnished,5.3,Villa,No
2861,2,2,Narayan Peth,1,15,No,Ground,Semi-Furnished,3.5,Independent House,Yes
3117,4,2,Kharadi,3,21,No,Middle,Semi-Furnished,2.2,Apartment,No
3913,4,1,Uruli Devachi,4,3,Yes,Top,Unfurnished,7.6,Villa,No
2852,4,2,Kharadi,2,17,No,Middle,Unfurnished,2.4,Independent House,Yes
2215,1,2,Sahakar Nagar,4,11,Yes,Top,Unfurnished,7.0,Independent House,Yes
1181,3,2,Narayangaon,1,9,Yes,Top,Semi-Furnished,3.8,Villa,No
1337,4,1,Balaji Nagar,3,5,Yes,Ground,Unfurnished,5.4,Apartment,Yes
1577,4,1,Dapodi,1,25,No,Ground,Semi-Furnished,9.4,Villa,Yes
3550,1,2,Lulla Nagar,2,10,No,Ground,Furnished,0.9,Apartment,Yes
2991,4,1,Karve Nagar,1,15,No,Middle,Unfurnished,5.3,Apartment,No
3160,1,1,Fatima Nagar,3,28,No,Ground,Semi-Furnished,8.6,Independent House,Yes
3540,2,1,Lulla Nagar,2,29,No,Top,Semi-Furnished,6.1,Apartment,No
2811,4,2,Bhavani Peth,2,14,No,Ground,Semi-Furnished,3.1,Apartment,No
3624,4,2,Raviwar Peth,3,4,Yes,Middle,Semi-Furnished,4.3,Villa,Yes
2095,2,1,Dhayari Phata,3,21,No,Ground,Unfurnished,7.0,Villa,No
3551,2,1,Pune Railway Station,3,20,No,Ground,Unfurnished,9.0,Apartment,Yes
504,2,1,Tilak Road,1,2,No,Ground,Unfurnished,0.9,Independent House,Yes
1626,4,2,Mukund Nagar,4,12,No,Middle,Semi-Furnished,1.2,Villa,Yes
1719,3,2,Karve Road,1,1,Yes,Top,Furnished,3.6,Independent House,Yes
1273,3,1,Viman Nagar,1,24,Yes,Top,Semi-Furnished,2.7,Villa,Yes
1376,3,1,Hadapsar,4,20,Yes,Top,Furnished,3.0,Villa,No
1491,4,1,Nagar Road,3,5,Yes,Ground,Unfurnished,2.6,Apartment,No
3431,2,1,Deccan Gymkhana,3,6,Yes,Ground,Semi-Furnished,2.4,Villa,Yes
3921,4,2,Model colony,4,24,No,Middle,Semi-Furnished,1.7,Villa,No
546,2,1,Wakadewadi,4,11,Yes,Top,Unfurnished,9.4,Independent House,No
3414,4,2,Mukund Nagar,1,8,Yes,Ground,Semi-Furnished,1.9,Villa,No
3370,4,1,Sasson Road,2,7,No,Ground,Furnished,2.4,Villa,No
3483,2,1,Kothrud,4,4,No,Ground,Furnished,2.8,Independent House,Yes
3203,3,1,Khadaki,1,6,Yes,Middle,Furnished,9.4,Apartment,Yes
768,2,1,Ganeshkhind,2,16,No,Top,Semi-Furnished,7.7,Apartment,Yes
869,1,1,Sahakar Nagar,3,20,No,Middle,Semi-Furnished,8.0,Villa,No
1135,1,2,Mahatma Gandhi Road,3,15,Yes,Top,Furnished,1.5,Villa,No
1629,2,1,Khadaki,1,14,No,Top,Semi-Furnished,8.4,Independent House,Yes
2193,4,1,Guruwar peth,1,23,Yes,Ground,Furnished,4.4,Apartment,Yes
2182,1,1,Ganesh Peth,4,12,Yes,Ground,Unfurnished,3.0,Apartment,No
1156,1,2,Fergusson College Road,3,29,No,Ground,Furnished,6.0,Apartment,Yes
619,4,2,Salunke Vihar,1,12,Yes,Ground,Unfurnished,8.3,Independent House,No
1330,4,2,Erandwane,3,16,Yes,Ground,Unfurnished,7.9,Independent House,Yes
2310,3,2,Mukund Nagar,3,15,No,Top,Unfurnished,9.0,Independent House,Yes
1581,4,1,Mahatma Gandhi Road,4,29,No,Ground,Furnished,9.3,Villa,No
2474,2,1,Vadgaon Budruk,2,13,No,Ground,Furnished,2.8,Apartment,Yes
1869,2,1,Wanowrie,4,11,No,Middle,Semi-Furnished,4.5,Villa,Yes
1240,3,2,Gultekdi,1,17,Yes,Middle,Semi-Furnished,0.6,Villa,Yes
616,1,1,Padmavati,4,21,No,Top,Unfurnished,8.9,Independent House,Yes
2353,1,1,Rasta Peth,4,15,No,Top,Furnished,2.0,Apartment,Yes
3338,4,2,Hadapsar,3,14,Yes,Middle,Semi-Furnished,8.7,Villa,Yes
1650,2,2,Tilak Road,4,10,Yes,Middle,Semi-Furnished,3.6,Apartment,No
3964,1,2,Ambegaon Budruk,1,12,Yes,Ground,Semi-Furnished,4.0,Villa,No
2431,3,1,Deccan Gymkhana,2,16,Yes,Ground,Furnished,0.9,Independent House,No
1512,3,1,Koregaon Park,4,15,No,Top,Semi-Furnished,3.6,Villa,No
2164,2,2,Hadapsar,4,10,No,Middle,Unfurnished,8.9,Independent House,No
1581,3,1,Swargate,2,4,Yes,Top,Furnished,0.7,Apartment,Yes
1133,3,2,Hingne Khurd,1,27,Yes,Ground,Semi-Furnished,4.4,Villa,Yes
1012,2,2,Lulla Nagar,1,23,Yes,Top,Semi-Furnished,0.8,Villa,No
3349,4,1,Deccan Gymkhana,4,29,Yes,Top,Furnished,4.0,Independent House,Yes
1619,4,2,Viman Nagar,3,9,No,Top,Semi-Furnished,2.1,Independent House,Yes
1641,3,2,Raviwar Peth,4,21,Yes,Ground,Semi-Furnished,2.9,Apartment,Yes
1059,4,2,Gokhale Nagar,2,20,No,Top,Unfurnished,8.8,Independent House,Yes
987,4,1,Kharadi,2,9,Yes,Ground,Furnished,4.6,Apartment,Yes
3808,3,2,Mangalwar peth,2,21,No,Middle,Semi-Furnished,3.1,Villa,No
1396,4,2,Bhavani Peth,4,25,No,Top,Furnished,6.1,Apartment,No
3843,3,2,Vadgaon Budruk,4,24,No,Top,Furnished,1.9,Apartment,Yes
1712,1,2,Mahatma Gandhi Road,1,20,No,Ground,Unfurnished,3.0,Apartment,No
1203,2,2,Law College Road,3,11,Yes,Top,Unfurnished,5.7,Villa,No
1970,2,2,Bibvewadi,4,11,No,Ground,Furnished,2.8,Villa,No
1080,4,2,Pashan,1,7,Yes,Top,Unfurnished,7.0,Independent House,No
3337,4,1,Mundhawa,4,21,No,Middle,Unfurnished,5.2,Apartment,Yes
3408,4,1,Wadgaon Sheri,1,10,No,Middle,Semi-Furnished,7.8,Villa,No
2794,2,2,Jangali Maharaj Road,1,4,Yes,Middle,Unfurnished,9.5,Apartment,Yes
3647,1,1,Hadapsar,3,5,Yes,Top,Unfurnished,1.6,Apartment,No
653,1,1,Koregaon Park,4,5,No,Top,Semi-Furnished,3.7,Apartment,No
2179,2,2,Budhwar Peth,1,11,No,Middle,Semi-Furnished,3.5,Villa,Yes
1496,1,1,Kasba Peth,2,9,Yes,Middle,Furnished,1.9,Apartment,Yes
3657,2,2,Vishrant Wadi,2,28,No,Ground,Unfurnished,8.2,Apartment,No
3244,1,2,Pirangut,2,16,Yes,Ground,Semi-Furnished,7.7,Independent House,No
3856,3,2,Khadaki,3,9,Yes,Middle,Unfurnished,5.1,Apartment,Yes
1743,3,2,Dehu Road,1,22,Yes,Middle,Furnished,5.6,Independent House,No
1592,2,2,Sinhagad Road,3,4,No,Top,Unfurnished,1.1,Apartment,Yes
3618,1,1,Warje,4,2,No,Middle,Unfurnished,5.8,Independent House,Yes
1508,4,2,Dehu Road,4,14,Yes,Ground,Unfurnished,8.0,Villa,Yes
2641,1,1,Mundhawa,1,3,Yes,Ground,Semi-Furnished,6.0,Villa,No
2273,3,2,Erandwane,2,18,Yes,Ground,Semi-Furnished,3.0,Apartment,Yes
1457,3,2,Manik Bagh,1,21,Yes,Ground,Furnished,6.8,Independent House,Yes
3559,1,2,Shivaji Nagar,1,6,No,Ground,Unfurnished,3.9,Villa,No
952,1,1,Parvati Darshan,1,11,Yes,Ground,Furnished,5.7,Apartment,Yes
1727,4,2,Bopodi,3,21,No,Middle,Furnished,5.1,Apartment,No
3459,4,2,Fatima Nagar,4,18,Yes,Ground,Semi-Furnished,4.1,Independent House,No
2765,1,2,Hadapsar Industrial Estate,1,12,No,Ground,Unfurnished,7.3,Independent House,Yes
3021,1,2,Mangalwar peth,1,5,No,Ground,Unfurnished,8.9,Apartment,No
2979,1,1,Baner road,1,9,No,Ground,Furnished,0.5,Independent House,No
2888,1,2,Deccan Gymkhana,3,20,No,Middle,Unfurnished,9.4,Independent House,No
1050,2,1,Mukund Nagar,3,28,No,Top,Semi-Furnished,5.4,Villa,Yes
2135,1,2,Aundh Road,3,26,Yes,Top,Furnished,7.2,Independent House,Yes
1812,4,1,Ganesh Peth,1,18,Yes,Top,Furnished,8.6,Apartment,Yes
3825,3,1,Gokhale Nagar,2,19,No,Top,Semi-Furnished,4.9,Independent House,No
2257,2,2,Manik Bagh,2,3,Yes,Ground,Semi-Furnished,8.4,Apartment,Yes
856,1,2,Budhwar Peth,2,9,Yes,Top,Semi-Furnished,2.2,Apartment,Yes
2570,3,1,Somwar Peth,4,4,Yes,Top,Semi-Furnished,2.0,Independent House,No
2285,2,2,Ghorpadi,1,17,Yes,Middle,Semi-Furnished,6.7,Independent House,Yes
3069,3,2,Anandnagar,2,17,Yes,Middle,Semi-Furnished,8.8,Independent House,No
2281,1,2,Wadgaon Sheri,2,23,Yes,Middle,Furnished,9.0,Villa,Yes
3671,1,1,Mundhawa,2,23,Yes,Ground,Unfurnished,6.6,Villa,No
3349,4,2,Sasson Road,1,2,No,Ground,Unfurnished,5.5,Independent House,No
3751,1,2,Ambegaon Budruk,2,9,Yes,Ground,Furnished,3.6,Apartment,No
3794,1,2,Salunke Vihar,2,9,Yes,Middle,Unfurnished,9.8,Independent House,No
3309,2,1,Ghorpade Peth,1,5,Yes,Top,Unfurnished,3.5,Villa,Yes
2989,4,2,Sinhagad Road,4,15,No,Middle,Furnished,7.6,Villa,No
2131,2,1,Satara Road,3,15,No,Ground,Unfurnished,5.6,Independent House,No
3316,3,2,Uruli Devachi,2,3,Yes,Middle,Unfurnished,6.3,Apartment,No
1515,1,1,Sasson Road,3,19,No,Top,Furnished,4.2,Apartment,No
1848,3,2,Ambegaon Budruk,4,28,No,Ground,Unfurnished,9.7,Villa,No
1015,2,2,Baner,4,3,Yes,Top,Semi-Furnished,5.9,Villa,No
3587,1,1,Ganesh Peth,2,6,No,Top,Furnished,9.4,Villa,Yes
3339,1,1,Wadgaon Sheri,1,4,Yes,Ground,Unfurnished,0.6,Apartment,No
835,2,1,Viman Nagar,4,24,No,Top,Unfurnished,5.9,Villa,Yes
2282,2,2,Sasson Road,3,13,Yes,Middle,Semi-Furnished,7.3,Villa,No
2805,2,2,Chandan Nagar,3,27,No,Top,Furnished,7.6,Apartment,No
996,2,2,Erandwane,3,13,Yes,Top,Furnished,9.1,Villa,Yes
1395,2,2,Kasba Peth,3,27,Yes,Top,Unfurnished,0.5,Villa,No
2707,1,1,Nana Peth,4,11,No,Middle,Semi-Furnished,0.5,Independent House,No
1351,2,2,Sadashiv Peth,2,5,Yes,Top,Semi-Furnished,5.0,Villa,Yes
2187,1,2,Guruwar peth,2,1,Yes,Top,Semi-Furnished,0.8,Independent House,Yes
2431,1,2,Camp,3,9,No,Middle,Semi-Furnished,9.8,Villa,Yes
3237,2,2,Budhwar Peth,2,17,Yes,Ground,Semi-Furnished,2.6,Villa,Yes
2927,2,2,Aundh Road,3,22,Yes,Ground,Semi-Furnished,5.0,Independent House,No
2068,4,2,Salunke Vihar,3,1,No,Ground,Furnished,1.1,Villa,Yes
1456,1,2,Sahakar Nagar,1,3,Yes,Top,Unfurnished,5.5,Independent House,Yes
3238,2,1,Mahatma Gandhi Road,4,15,No,Ground,Unfurnished,4.1,Villa,Yes
3998,2,2,Satara Road,4,26,Yes,Middle,Semi-Furnished,0.9,Independent House,No
2136,2,2,Katraj,3,21,No,Top,Furnished,3.7,Independent House,Yes
1791,4,2,Mangalwar peth,4,26,No,Top,Furnished,4.2,Villa,No
1940,4,2,Laxmi Road,2,23,Yes,Top,Semi-Furnished,9.9,Villa,No
1691,3,1,Camp,3,10,No,Ground,Unfurnished,2.5,Independent House,No
